LAT,LON,YEAR,MO,DY,PRECTOTCORR,T2M,ALLSKY_KT,ALLSKY_SFC_SW_DWN,RH2M
11.5,-72.5,2023,5,20,2.89,29.94,0.52,5.47,71.67
7.5,-72.5,2023,5,21,31.91,19.29,0.34,3.43,85.07
8.5,-72.5,2023,5,21,41.53,29.9,0.32,3.26,71.79
9.5,-72.5,2023,5,21,29.53,29.62,0.27,2.81,75.92
10.5,-72.5,2023,5,21,17.94,25.67,0.32,3.35,79.89
11.5,-72.5,2023,5,21,3.28,29.41,0.44,4.62,72.61
7.5,-72.5,2023,5,22,9.25,18.03,0.31,3.11,93.4
8.5,-72.5,2023,5,22,5.01,26.64,0.4,4.11,88.63
9.5,-72.5,2023,5,22,5.06,27.92,0.53,5.5,79.38
10.5,-72.5,2023,5,22,3.42,26.03,0.6,6.19,72.81
11.5,-72.5,2023,5,22,3.3,30.14,0.58,6.09,70.16
7.5,-72.5,2023,5,23,1.89,18.64,0.39,4.0,87.57
8.5,-72.5,2023,5,23,3.41,28.58,0.54,5.51,79.13
9.5,-72.5,2023,5,23,6.62,30.12,0.57,5.85,70.94
10.5,-72.5,2023,5,23,4.01,26.89,0.57,5.92,71.89
11.5,-72.5,2023,5,23,3.56,29.99,0.65,6.76,71.51
7.5,-72.5,2023,5,24,0.97,18.09,0.42,4.23,90.6
8.5,-72.5,2023,5,24,1.6,26.68,0.47,4.82,85.91
9.5,-72.5,2023,5,24,3.27,28.86,0.48,4.9,75.09
10.5,-72.5,2023,5,24,2.27,27.19,0.48,5.0,68.52
11.5,-72.5,2023,5,24,4.58,30.25,0.59,6.13,70.21
7.5,-72.5,2023,5,25,2.67,18.35,0.36,3.68,86.32
8.5,-72.5,2023,5,25,3.66,28.92,0.43,4.39,75.76
9.5,-72.5,2023,5,25,11.57,29.77,0.34,3.48,75.66
10.5,-72.5,2023,5,25,20.31,24.37,0.4,4.12,88.18
11.5,-72.5,2023,5,25,28.97,27.26,0.4,4.21,87.66
7.5,-72.5,2023,5,26,2.11,18.73,0.39,3.91,83.47
8.5,-72.5,2023,5,26,2.23,30.08,0.46,4.71,70.0
9.5,-72.5,2023,5,26,4.0,30.17,0.51,5.22,72.86
10.5,-72.5,2023,5,26,2.07,25.92,0.53,5.51,78.37
11.5,-72.5,2023,5,26,2.84,28.57,0.5,5.26,80.77
7.5,-72.5,2023,5,27,20.91,18.04,0.41,4.12,87.22
8.5,-72.5,2023,5,27,7.78,30.06,0.51,5.22,69.58
9.5,-72.5,2023,5,27,3.88,29.33,0.6,6.19,76.3
10.5,-72.5,2023,5,27,5.15,25.15,0.53,5.51,82.88
11.5,-72.5,2023,5,27,22.08,27.77,0.5,5.17,87.34
7.5,-72.5,2023,5,28,6.72,18.2,0.52,5.24,85.86
8.5,-72.5,2023,5,28,1.04,30.09,0.63,6.4,69.82
9.5,-72.5,2023,5,28,4.01,29.79,0.67,6.89,75.56
10.5,-72.5,2023,5,28,2.11,25.67,0.66,6.85,78.86
11.5,-72.5,2023,5,28,4.04,28.67,0.66,6.89,79.63
7.5,-72.5,2023,5,29,1.87,18.38,0.53,5.38,83.84
8.5,-72.5,2023,5,29,3.16,29.55,0.45,4.59,70.91
9.5,-72.5,2023,5,29,6.03,30.08,0.41,4.24,72.98
10.5,-72.5,2023,5,29,7.61,25.95,0.52,5.39,78.63
11.5,-72.5,2023,5,29,4.46,29.02,0.57,5.95,78.11
7.5,-72.5,2023,5,30,1.11,18.4,0.37,3.73,86.77
8.5,-72.5,2023,5,30,1.08,29.06,0.52,5.34,74.63
9.5,-72.5,2023,5,30,9.07,28.88,0.42,4.28,79.75
10.5,-72.5,2023,5,30,6.2,24.18,0.29,2.98,88.65
11.5,-72.5,2023,5,30,2.97,28.26,0.45,4.69,80.99
7.5,-72.5,2023,5,31,2.97,17.91,0.44,4.49,85.13
8.5,-72.5,2023,5,31,0.57,31.04,0.58,5.87,63.35
9.5,-72.5,2023,5,31,0.07,30.72,0.6,6.18,70.71
10.5,-72.5,2023,5,31,0.67,25.52,0.51,5.26,80.89
11.5,-72.5,2023,5,31,1.49,28.8,0.5,5.24,80.45
7.5,-72.5,2023,6,1,1.3,18.06,0.45,4.49,84.09
8.5,-72.5,2023,6,1,0.33,32.14,0.6,6.1,56.42
9.5,-72.5,2023,6,1,0.12,30.54,0.55,5.67,66.69
10.5,-72.5,2023,6,1,0.18,26.16,0.5,5.13,75.87
11.5,-72.5,2023,6,1,1.54,29.23,0.54,5.59,80.33
7.5,-72.5,2023,6,2,0.61,17.69,0.46,4.65,79.4
8.5,-72.5,2023,6,2,0.6,30.14,0.49,5.02,59.42
9.5,-72.5,2023,6,2,0.3,30.04,0.46,4.76,68.07
10.5,-72.5,2023,6,2,0.15,26.23,0.5,5.13,75.77
11.5,-72.5,2023,6,2,2.56,28.48,0.59,6.11,78.67
7.5,-72.5,2023,6,3,2.87,18.01,0.55,5.51,74.79
8.5,-72.5,2023,6,3,0.41,31.29,0.69,7.04,51.34
9.5,-72.5,2023,6,3,0.03,29.94,0.7,7.15,60.6
10.5,-72.5,2023,6,3,0.04,25.83,0.66,6.86,69.57
11.5,-72.5,2023,6,3,4.28,28.86,0.64,6.64,77.84
7.5,-72.5,2023,6,4,2.95,17.82,0.51,5.13,80.12
8.5,-72.5,2023,6,4,2.09,31.4,0.57,5.75,52.89
9.5,-72.5,2023,6,4,0.36,31.54,0.53,5.42,59.99
10.5,-72.5,2023,6,4,3.41,26.52,0.47,4.8,73.55
11.5,-72.5,2023,6,4,3.89,29.51,0.53,5.5,75.64
7.5,-72.5,2023,6,5,5.71,17.46,0.42,4.27,82.81
8.5,-72.5,2023,6,5,6.45,30.84,0.39,3.96,60.8
9.5,-72.5,2023,6,5,1.84,30.5,0.26,2.63,67.42
10.5,-72.5,2023,6,5,1.96,26.61,0.2,2.03,73.63
11.5,-72.5,2023,6,5,9.93,29.35,0.36,3.72,79.02
7.5,-72.5,2023,6,6,2.12,17.43,0.47,4.73,80.37
8.5,-72.5,2023,6,6,0.53,30.3,0.59,5.96,59.3
9.5,-72.5,2023,6,6,0.56,30.92,0.54,5.49,65.57
10.5,-72.5,2023,6,6,0.01,26.31,0.48,4.92,71.71
11.5,-72.5,2023,6,6,4.8,28.88,0.55,5.74,80.17
7.5,-72.5,2023,6,7,0.58,18.11,0.52,5.25,83.3
8.5,-72.5,2023,6,7,0.16,31.78,0.63,6.4,51.37
9.5,-72.5,2023,6,7,0.0,32.78,0.64,6.54,58.74
10.5,-72.5,2023,6,7,0.0,27.7,0.61,6.28,66.45
11.5,-72.5,2023,6,7,6.32,30.42,0.6,6.27,72.81
7.5,-72.5,2023,6,8,14.31,17.86,0.34,3.43,89.17
8.5,-72.5,2023,6,8,2.74,31.61,0.52,5.28,56.31
9.5,-72.5,2023,6,8,3.32,33.09,0.53,5.37,56.04
10.5,-72.5,2023,6,8,6.29,27.92,0.46,4.7,66.11
11.5,-72.5,2023,6,8,6.6,30.09,0.6,6.21,75.32
7.5,-72.5,2023,6,9,4.56,18.08,0.51,5.17,84.06
8.5,-72.5,2023,6,9,1.23,31.81,0.61,6.2,57.64
9.5,-72.5,2023,6,9,1.05,32.05,0.56,5.75,64.52
10.5,-72.5,2023,6,9,2.63,26.64,0.52,5.33,74.9
11.5,-72.5,2023,6,9,3.4,29.53,0.62,6.39,76.41
7.5,-72.5,2023,6,10,1.15,18.48,0.52,5.22,84.83
8.5,-72.5,2023,6,10,1.29,31.96,0.62,6.32,55.17
9.5,-72.5,2023,6,10,5.5,30.95,0.54,5.5,66.01
10.5,-72.5,2023,6,10,4.24,26.13,0.51,5.26,75.83
11.5,-72.5,2023,6,10,1.89,29.01,0.62,6.48,78.13
7.5,-72.5,2023,6,11,1.41,17.79,0.47,4.75,87.36
8.5,-72.5,2023,6,11,1.58,30.71,0.55,5.52,63.39
9.5,-72.5,2023,6,11,4.46,31.1,0.6,6.12,67.33
10.5,-72.5,2023,6,11,5.21,25.69,0.6,6.14,79.02
11.5,-72.5,2023,6,11,4.05,28.72,0.64,6.64,78.33
7.5,-72.5,2023,6,12,0.37,18.0,0.42,4.18,85.71
8.5,-72.5,2023,6,12,0.69,31.36,0.54,5.44,59.17
9.5,-72.5,2023,6,12,0.27,31.8,0.53,5.43,60.83
10.5,-72.5,2023,6,12,0.0,26.49,0.52,5.4,72.33
11.5,-72.5,2023,6,12,2.91,28.5,0.61,6.36,78.51
7.5,-72.5,2023,6,13,0.0,18.37,0.6,6.05,83.47
8.5,-72.5,2023,6,13,0.0,32.84,0.65,6.58,50.52
9.5,-72.5,2023,6,13,0.0,32.42,0.61,6.24,58.63
10.5,-72.5,2023,6,13,0.0,27.04,0.55,5.68,71.17
11.5,-72.5,2023,6,13,2.81,29.15,0.65,6.75,76.33
7.5,-72.5,2023,6,14,12.08,17.87,0.41,4.13,87.25
8.5,-72.5,2023,6,14,6.62,31.39,0.58,5.86,55.87
9.5,-72.5,2023,6,14,1.35,32.32,0.61,6.21,61.18
10.5,-72.5,2023,6,14,0.01,27.58,0.59,6.11,69.85
11.5,-72.5,2023,6,14,2.96,29.33,0.63,6.53,76.79
7.5,-72.5,2023,6,15,2.87,16.67,0.41,4.13,83.68
8.5,-72.5,2023,6,15,0.66,31.25,0.5,5.01,46.33
9.5,-72.5,2023,6,15,0.35,31.9,0.52,5.29,57.67
10.5,-72.5,2023,6,15,0.04,27.14,0.43,4.44,70.2
11.5,-72.5,2023,6,15,0.72,29.38,0.51,5.24,74.03
7.5,-72.5,2023,6,16,4.89,16.81,0.3,3.04,88.3
8.5,-72.5,2023,6,16,3.04,30.59,0.5,5.1,51.36
9.5,-72.5,2023,6,16,0.77,32.0,0.38,3.83,58.61
10.5,-72.5,2023,6,16,0.01,26.99,0.53,5.48,68.36
11.5,-72.5,2023,6,16,0.6,29.41,0.62,6.39,71.87
7.5,-72.5,2023,6,17,2.73,17.2,0.4,3.97,87.06
8.5,-72.5,2023,6,17,1.05,30.26,0.55,5.6,54.89
9.5,-72.5,2023,6,17,0.98,31.68,0.56,5.74,58.24
10.5,-72.5,2023,6,17,0.71,26.9,0.44,4.47,67.22
11.5,-72.5,2023,6,17,0.86,29.62,0.46,4.81,69.74
7.5,-72.5,2023,6,18,0.13,17.07,0.43,4.33,84.59
8.5,-72.5,2023,6,18,0.07,31.64,0.58,5.89,46.47
9.5,-72.5,2023,6,18,0.42,32.28,0.57,5.78,55.45
10.5,-72.5,2023,6,18,0.47,27.41,0.59,6.08,65.84
11.5,-72.5,2023,6,18,0.53,30.29,0.58,6.04,66.84
7.5,-72.5,2023,6,19,0.0,17.67,0.55,5.55,83.04
8.5,-72.5,2023,6,19,0.0,33.17,0.69,6.99,40.84
9.5,-72.5,2023,6,19,0.0,33.35,0.69,7.04,49.41
10.5,-72.5,2023,6,19,0.0,28.52,0.64,6.55,60.45
11.5,-72.5,2023,6,19,0.23,30.64,0.62,6.38,65.97
7.5,-72.5,2023,6,20,0.0,18.2,0.43,4.33,83.63
8.5,-72.5,2023,6,20,0.0,34.18,0.65,6.55,40.25
9.5,-72.5,2023,6,20,0.0,33.68,0.68,6.92,49.7
10.5,-72.5,2023,6,20,0.0,28.59,0.66,6.8,59.26
11.5,-72.5,2023,6,20,0.43,30.88,0.69,7.12,64.59
7.5,-72.5,2023,6,21,0.0,18.67,0.39,3.86,84.99
8.5,-72.5,2023,6,21,0.0,34.47,0.62,6.29,41.45
9.5,-72.5,2023,6,21,0.02,33.92,0.67,6.78,51.37
10.5,-72.5,2023,6,21,0.01,27.97,0.61,6.23,62.73
11.5,-72.5,2023,6,21,0.15,30.87,0.69,7.19,63.87
7.5,-72.5,2023,6,22,3.08,18.27,0.45,4.54,88.28
8.5,-72.5,2023,6,22,0.42,33.66,0.58,5.86,46.47
9.5,-72.5,2023,6,22,0.91,33.01,0.61,6.2,55.67
10.5,-72.5,2023,6,22,2.58,27.5,0.62,6.32,69.91
11.5,-72.5,2023,6,22,0.7,30.89,0.68,7.02,67.15
7.5,-72.5,2023,6,23,3.63,18.52,0.47,4.75,87.48
8.5,-72.5,2023,6,23,1.4,30.69,0.53,5.37,63.28
9.5,-72.5,2023,6,23,2.79,30.22,0.52,5.27,70.32
10.5,-72.5,2023,6,23,0.91,25.86,0.58,5.93,75.92
11.5,-72.5,2023,6,23,0.18,30.0,0.62,6.45,67.69
7.5,-72.5,2023,6,24,5.64,16.88,0.46,4.62,90.69
8.5,-72.5,2023,6,24,1.23,30.76,0.57,5.76,58.51
9.5,-72.5,2023,6,24,0.18,31.89,0.6,6.14,56.87
10.5,-72.5,2023,6,24,0.04,27.09,0.55,5.63,66.5
11.5,-72.5,2023,6,24,0.75,29.33,0.4,4.15,74.2
7.5,-72.5,2023,6,25,2.43,16.85,0.41,4.07,87.47
8.5,-72.5,2023,6,25,0.41,30.9,0.48,4.85,48.36
9.5,-72.5,2023,6,25,0.13,31.58,0.47,4.8,59.09
10.5,-72.5,2023,6,25,0.12,26.41,0.45,4.59,69.21
11.5,-72.5,2023,6,25,2.52,28.95,0.53,5.49,74.82
7.5,-72.5,2023,6,26,1.53,17.82,0.37,3.71,83.49
8.5,-72.5,2023,6,26,0.5,32.35,0.45,4.57,48.23
9.5,-72.5,2023,6,26,0.08,31.61,0.48,4.93,58.48
10.5,-72.5,2023,6,26,0.34,26.43,0.52,5.36,69.32
11.5,-72.5,2023,6,26,1.49,29.03,0.56,5.84,75.79
7.5,-72.5,2023,6,27,0.11,18.12,0.47,4.7,82.51
8.5,-72.5,2023,6,27,0.01,33.17,0.52,5.3,45.85
9.5,-72.5,2023,6,27,0.01,33.04,0.4,4.04,52.58
10.5,-72.5,2023,6,27,0.12,26.09,0.59,6.01,73.3
11.5,-72.5,2023,6,27,0.22,29.85,0.57,5.93,70.34
7.5,-72.5,2023,6,28,0.22,17.71,0.5,5.04,83.8
8.5,-72.5,2023,6,28,0.02,33.34,0.49,4.95,46.85
9.5,-72.5,2023,6,28,0.0,32.04,0.41,4.2,58.76
10.5,-72.5,2023,6,28,0.0,26.6,0.57,5.84,69.91
11.5,-72.5,2023,6,28,0.17,29.79,0.66,6.79,72.08
7.5,-72.5,2023,6,29,4.84,18.49,0.48,4.76,84.51
8.5,-72.5,2023,6,29,0.88,33.63,0.65,6.54,43.66
9.5,-72.5,2023,6,29,0.28,33.94,0.65,6.61,51.01
10.5,-72.5,2023,6,29,0.0,28.56,0.61,6.22,61.75
11.5,-72.5,2023,6,29,2.54,30.88,0.56,5.84,67.95
7.5,-72.5,2023,6,30,1.37,18.04,0.5,4.97,81.33
8.5,-72.5,2023,6,30,1.61,32.66,0.64,6.44,44.31
9.5,-72.5,2023,6,30,0.2,34.01,0.66,6.71,45.79
10.5,-72.5,2023,6,30,0.0,29.43,0.66,6.74,55.56
11.5,-72.5,2023,6,30,7.26,30.43,0.63,6.49,72.64
7.5,-72.5,2023,7,1,5.58,18.22,0.47,4.68,81.98
8.5,-72.5,2023,7,1,1.68,33.43,0.67,6.73,44.27
9.5,-72.5,2023,7,1,0.88,33.9,0.66,6.72,49.4
10.5,-72.5,2023,7,1,0.49,28.51,0.6,6.19,62.93
11.5,-72.5,2023,7,1,1.31,30.33,0.64,6.59,70.28
7.5,-72.5,2023,7,2,3.99,18.32,0.39,3.9,83.66
8.5,-72.5,2023,7,2,3.03,32.03,0.44,4.45,52.21
9.5,-72.5,2023,7,2,1.1,32.52,0.36,3.71,56.89
10.5,-72.5,2023,7,2,2.37,27.01,0.41,4.2,71.4
11.5,-72.5,2023,7,2,5.76,29.85,0.56,5.82,74.45
7.5,-72.5,2023,7,3,0.74,18.7,0.53,5.3,83.27
8.5,-72.5,2023,7,3,0.39,32.64,0.54,5.46,51.08
9.5,-72.5,2023,7,3,2.31,32.57,0.51,5.23,59.23
10.5,-72.5,2023,7,3,2.82,26.58,0.55,5.62,74.59
11.5,-72.5,2023,7,3,2.0,29.91,0.64,6.65,73.03
7.5,-72.5,2023,7,4,1.18,18.06,0.57,5.75,83.43
8.5,-72.5,2023,7,4,2.04,30.76,0.51,5.14,62.61
9.5,-72.5,2023,7,4,1.31,31.08,0.51,5.19,64.71
10.5,-72.5,2023,7,4,0.53,27.33,0.49,5.04,67.04
11.5,-72.5,2023,7,4,0.21,30.41,0.56,5.74,67.52
7.5,-72.5,2023,7,5,5.98,17.01,0.25,2.49,87.86
8.5,-72.5,2023,7,5,8.69,28.06,0.39,3.94,78.19
9.5,-72.5,2023,7,5,2.03,30.75,0.38,3.83,65.06
10.5,-72.5,2023,7,5,0.01,27.03,0.38,3.89,68.02
11.5,-72.5,2023,7,5,0.65,29.86,0.47,4.88,68.76
7.5,-72.5,2023,7,6,3.28,18.02,0.44,4.36,85.49
8.5,-72.5,2023,7,6,0.74,31.17,0.54,5.5,57.07
9.5,-72.5,2023,7,6,0.73,32.1,0.52,5.29,55.84
10.5,-72.5,2023,7,6,0.02,27.64,0.42,4.3,62.01
11.5,-72.5,2023,7,6,0.67,29.77,0.47,4.87,67.4
7.5,-72.5,2023,7,7,1.11,18.4,0.5,5.05,83.96
8.5,-72.5,2023,7,7,0.29,31.31,0.53,5.34,57.62
9.5,-72.5,2023,7,7,0.01,32.84,0.5,5.11,52.12
10.5,-72.5,2023,7,7,0.01,27.66,0.55,5.69,63.04
11.5,-72.5,2023,7,7,0.72,30.15,0.58,6.05,65.55
7.5,-72.5,2023,7,8,2.41,17.27,0.33,3.29,86.83
8.5,-72.5,2023,7,8,0.72,30.61,0.4,4.06,58.34
9.5,-72.5,2023,7,8,0.44,32.63,0.45,4.58,51.81
10.5,-72.5,2023,7,8,0.15,27.82,0.47,4.81,62.4
11.5,-72.5,2023,7,8,0.08,30.71,0.57,5.86,64.12
7.5,-72.5,2023,7,9,0.27,18.0,0.5,5.03,81.56
8.5,-72.5,2023,7,9,1.35,30.88,0.63,6.37,59.03
9.5,-72.5,2023,7,9,1.03,31.62,0.59,6.03,56.64
10.5,-72.5,2023,7,9,0.88,27.22,0.56,5.76,66.5
11.5,-72.5,2023,7,9,0.57,30.19,0.64,6.63,68.14
7.5,-72.5,2023,7,10,4.57,17.14,0.34,3.41,87.19
8.5,-72.5,2023,7,10,2.15,31.0,0.48,4.89,55.96
9.5,-72.5,2023,7,10,0.77,32.84,0.53,5.44,53.76
10.5,-72.5,2023,7,10,0.12,27.41,0.54,5.57,66.1
11.5,-72.5,2023,7,10,0.89,30.13,0.63,6.5,67.8
7.5,-72.5,2023,7,11,3.07,17.86,0.35,3.49,84.03
8.5,-72.5,2023,7,11,1.41,30.78,0.53,5.36,57.42
9.5,-72.5,2023,7,11,3.31,30.57,0.56,5.69,66.63
10.5,-72.5,2023,7,11,2.12,25.61,0.53,5.48,78.75
11.5,-72.5,2023,7,11,2.5,28.93,0.58,5.98,76.21
7.5,-72.5,2023,7,12,0.31,18.23,0.54,5.41,84.88
8.5,-72.5,2023,7,12,0.75,31.59,0.63,6.4,57.8
9.5,-72.5,2023,7,12,0.4,31.33,0.62,6.33,62.36
10.5,-72.5,2023,7,12,1.35,25.62,0.56,5.77,76.24
11.5,-72.5,2023,7,12,1.58,29.05,0.62,6.39,75.25
7.5,-72.5,2023,7,13,0.94,18.58,0.6,6.03,84.81
8.5,-72.5,2023,7,13,1.49,32.78,0.69,7.03,52.26
9.5,-72.5,2023,7,13,0.59,33.08,0.68,6.98,50.92
10.5,-72.5,2023,7,13,0.05,27.29,0.61,6.26,66.62
11.5,-72.5,2023,7,13,1.0,29.79,0.66,6.81,70.34
7.5,-72.5,2023,7,14,1.39,18.29,0.28,2.81,87.54
8.5,-72.5,2023,7,14,0.64,32.04,0.42,4.29,55.62
9.5,-72.5,2023,7,14,0.48,32.6,0.5,5.06,53.78
10.5,-72.5,2023,7,14,0.22,26.53,0.54,5.55,70.79
11.5,-72.5,2023,7,14,1.09,29.7,0.58,5.97,69.69
7.5,-72.5,2023,7,15,1.24,17.64,0.5,5.07,83.9
8.5,-72.5,2023,7,15,0.31,32.28,0.61,6.23,50.3
9.5,-72.5,2023,7,15,0.1,32.56,0.55,5.58,54.32
10.5,-72.5,2023,7,15,0.05,26.37,0.52,5.39,72.1
11.5,-72.5,2023,7,15,0.32,29.16,0.55,5.67,72.89
7.5,-72.5,2023,7,16,0.48,18.21,0.38,3.84,85.24
8.5,-72.5,2023,7,16,1.24,32.42,0.45,4.54,52.77
9.5,-72.5,2023,7,16,0.47,32.8,0.4,4.11,52.69
10.5,-72.5,2023,7,16,0.21,26.52,0.47,4.8,70.18
11.5,-72.5,2023,7,16,1.0,29.3,0.51,5.24,72.87
7.5,-72.5,2023,7,17,3.16,17.55,0.45,4.49,89.25
8.5,-72.5,2023,7,17,1.17,32.97,0.6,6.11,47.27
9.5,-72.5,2023,7,17,0.47,33.26,0.58,5.95,52.11
10.5,-72.5,2023,7,17,0.03,27.07,0.59,6.08,68.66
11.5,-72.5,2023,7,17,0.33,29.99,0.56,5.81,68.34
7.5,-72.5,2023,7,18,0.45,17.9,0.51,5.15,81.64
8.5,-72.5,2023,7,18,0.1,33.38,0.66,6.65,41.58
9.5,-72.5,2023,7,18,0.01,33.87,0.62,6.31,44.74
10.5,-72.5,2023,7,18,0.0,27.63,0.55,5.64,65.1
11.5,-72.5,2023,7,18,0.42,30.04,0.59,6.15,69.34
7.5,-72.5,2023,7,19,0.04,17.93,0.47,4.76,81.91
8.5,-72.5,2023,7,19,0.01,33.72,0.63,6.39,40.55
9.5,-72.5,2023,7,19,0.0,34.83,0.66,6.73,42.45
10.5,-72.5,2023,7,19,0.0,28.77,0.64,6.58,59.83
11.5,-72.5,2023,7,19,0.14,30.92,0.67,6.9,65.69
7.5,-72.5,2023,7,20,0.0,17.75,0.48,4.88,78.88
8.5,-72.5,2023,7,20,0.0,33.52,0.7,7.11,37.33
9.5,-72.5,2023,7,20,0.0,34.89,0.71,7.23,37.1
10.5,-72.5,2023,7,20,0.0,28.53,0.63,6.44,59.77
11.5,-72.5,2023,7,20,0.01,30.92,0.69,7.14,66.44
7.5,-72.5,2023,7,21,0.28,17.79,0.44,4.42,83.17
8.5,-72.5,2023,7,21,0.09,34.07,0.65,6.6,39.32
9.5,-72.5,2023,7,21,0.0,35.26,0.68,6.96,37.62
10.5,-72.5,2023,7,21,0.0,28.66,0.58,5.96,58.23
11.5,-72.5,2023,7,21,0.01,31.27,0.66,6.88,62.69
7.5,-72.5,2023,7,22,2.48,18.02,0.47,4.74,83.8
8.5,-72.5,2023,7,22,1.28,33.48,0.49,4.95,41.25
9.5,-72.5,2023,7,22,0.52,34.62,0.48,4.88,41.14
10.5,-72.5,2023,7,22,0.0,27.54,0.48,5.0,64.82
11.5,-72.5,2023,7,22,0.02,29.96,0.57,5.89,69.8
7.5,-72.5,2023,7,23,0.18,17.55,0.42,4.28,84.76
8.5,-72.5,2023,7,23,1.35,32.77,0.55,5.58,45.68
9.5,-72.5,2023,7,23,0.52,33.89,0.53,5.38,46.31
10.5,-72.5,2023,7,23,0.0,27.14,0.41,4.26,67.83
11.5,-72.5,2023,7,23,0.02,29.77,0.45,4.68,70.22
7.5,-72.5,2023,7,24,0.02,17.95,0.59,5.93,84.34
8.5,-72.5,2023,7,24,0.0,33.87,0.62,6.29,41.8
9.5,-72.5,2023,7,24,0.0,34.73,0.58,5.9,43.77
10.5,-72.5,2023,7,24,0.0,27.81,0.52,5.34,64.94
11.5,-72.5,2023,7,24,0.25,30.46,0.57,5.87,66.46
7.5,-72.5,2023,7,25,0.45,18.38,0.48,4.86,83.94
8.5,-72.5,2023,7,25,0.07,32.44,0.56,5.72,50.67
9.5,-72.5,2023,7,25,0.0,33.62,0.54,5.53,49.89
10.5,-72.5,2023,7,25,0.0,27.23,0.59,6.1,66.69
11.5,-72.5,2023,7,25,1.19,30.2,0.6,6.19,67.56
7.5,-72.5,2023,7,26,2.56,18.73,0.49,4.95,82.4
8.5,-72.5,2023,7,26,3.13,31.2,0.57,5.83,58.79
9.5,-72.5,2023,7,26,5.71,31.97,0.49,5.0,57.83
10.5,-72.5,2023,7,26,7.6,26.56,0.53,5.52,72.6
11.5,-72.5,2023,7,26,4.97,29.72,0.54,5.64,73.67
7.5,-72.5,2023,7,27,1.44,18.88,0.39,4.0,84.71
8.5,-72.5,2023,7,27,1.86,30.69,0.59,5.98,64.0
9.5,-72.5,2023,7,27,12.72,30.24,0.61,6.26,71.02
10.5,-72.5,2023,7,27,16.43,25.0,0.59,6.13,83.72
11.5,-72.5,2023,7,27,13.93,28.48,0.56,5.87,83.15
7.5,-72.5,2023,7,28,4.07,18.26,0.32,3.28,88.17
8.5,-72.5,2023,7,28,3.17,32.13,0.59,6.04,54.41
9.5,-72.5,2023,7,28,1.43,32.16,0.63,6.45,58.32
10.5,-72.5,2023,7,28,4.41,26.1,0.58,6.03,78.36
11.5,-72.5,2023,7,28,6.98,28.65,0.63,6.54,81.52
7.5,-72.5,2023,7,29,0.21,18.78,0.48,4.89,83.34
8.5,-72.5,2023,7,29,0.54,33.0,0.61,6.24,51.44
9.5,-72.5,2023,7,29,0.98,32.33,0.48,4.89,59.06
10.5,-72.5,2023,7,29,0.36,27.68,0.55,5.72,68.75
11.5,-72.5,2023,7,29,3.52,29.31,0.62,6.48,77.13
7.5,-72.5,2023,7,30,8.28,18.25,0.45,4.61,81.18
8.5,-72.5,2023,7,30,1.08,33.15,0.63,6.43,48.86
9.5,-72.5,2023,7,30,0.03,33.58,0.64,6.62,52.36
10.5,-72.5,2023,7,30,0.05,28.19,0.55,5.7,65.06
11.5,-72.5,2023,7,30,1.65,29.88,0.58,6.07,73.5
7.5,-72.5,2023,7,31,4.79,18.05,0.41,4.19,83.05
8.5,-72.5,2023,7,31,4.33,30.5,0.59,6.05,56.82
9.5,-72.5,2023,7,31,1.01,32.43,0.58,6.01,55.16
10.5,-72.5,2023,7,31,0.16,28.06,0.57,5.9,61.72
11.5,-72.5,2023,7,31,1.03,30.57,0.53,5.5,69.0
7.5,-72.5,2023,8,1,0.22,17.98,0.37,3.79,75.69
8.5,-72.5,2023,8,1,0.34,32.9,0.63,6.47,39.93
9.5,-72.5,2023,8,1,0.16,33.4,0.66,6.78,47.22
10.5,-72.5,2023,8,1,0.03,28.6,0.66,6.78,52.96
11.5,-72.5,2023,8,1,0.71,31.1,0.66,6.85,65.7
7.5,-72.5,2023,8,2,2.48,17.82,0.56,5.68,77.52
8.5,-72.5,2023,8,2,2.92,32.77,0.69,7.1,43.55
9.5,-72.5,2023,8,2,0.65,33.81,0.71,7.27,45.8
10.5,-72.5,2023,8,2,0.0,29.08,0.68,7.08,55.6
11.5,-72.5,2023,8,2,0.46,31.43,0.69,7.13,65.6
7.5,-72.5,2023,8,3,0.45,18.11,0.49,5.01,74.57
8.5,-72.5,2023,8,3,0.4,32.96,0.6,6.1,41.53
9.5,-72.5,2023,8,3,0.3,33.3,0.61,6.31,49.87
10.5,-72.5,2023,8,3,0.0,28.2,0.65,6.69,62.57
11.5,-72.5,2023,8,3,0.71,30.46,0.69,7.16,69.0
7.5,-72.5,2023,8,4,0.59,18.26,0.42,4.29,75.13
8.5,-72.5,2023,8,4,0.04,33.68,0.57,5.84,38.87
9.5,-72.5,2023,8,4,0.0,33.84,0.53,5.42,46.06
10.5,-72.5,2023,8,4,0.0,27.87,0.57,5.92,62.87
11.5,-72.5,2023,8,4,0.13,30.85,0.63,6.6,65.59
7.5,-72.5,2023,8,5,1.08,18.48,0.57,5.84,84.01
8.5,-72.5,2023,8,5,0.24,34.17,0.67,6.89,39.59
9.5,-72.5,2023,8,5,0.01,34.46,0.66,6.77,46.12
10.5,-72.5,2023,8,5,0.0,27.98,0.57,5.9,64.15
11.5,-72.5,2023,8,5,0.37,31.41,0.58,6.02,63.47
7.5,-72.5,2023,8,6,0.37,18.97,0.43,4.42,83.13
